ProductID,ProductName,Category,StoreID,Date,UnitsSold,UnitsInStock,UnitCost,UnitPrice,Season,Revenue,Cost,Profit,InventoryValue,InventoryTurnoverRate,StockoutFlag,ExcessInventoryValue
P1372,Soft Toy,Puzzles,Store_4,4/9/2023,303,359,16.96,72.1,Christmas,21846.3,5138.88,16707.42,6088.64,0.841666667,0,0
P1373,Remote Car,Puzzles,Store_8,9/28/2023,207,560,34.07,72.11,Summer Break,14926.77,7052.49,7874.28,19079.2,0.368983957,0,19079.2
P1374,Board Game,Games,Store_2,7/9/2023,130,326,27.47,93.75,Off Season,12187.5,3571.1,8616.4,8955.22,0.397553517,0,0
P1375,Lego Set,Action Toys,Store_10,6/13/2024,403,140,16.97,54.76,Diwali,22068.28,6838.91,15229.37,2375.8,2.858156028,0,0
P1376,Card Game,Puzzles,Store_1,2/17/2024,151,214,11.72,30.72,Winter Sale,4638.72,1769.72,2869,2508.08,0.702325581,0,0
P1377,Action Figure,Puzzles,Store_3,7/29/2022,53,434,10.72,14.01,Winter Sale,742.53,568.16,174.37,4652.48,0.12183908,0,4652.48
P1378,Puzzle,Dolls,Store_1,2/6/2023,119,317,43.91,47.41,Off Season,5641.79,5225.29,416.5,13919.47,0.374213836,0,0
P1379,Puzzle,Games,Store_6,8/18/2024,160,31,15.96,37.17,Christmas,5947.2,2553.6,3393.6,494.76,5,0,0
P1380,Doll,Action Toys,Store_1,3/11/2023,407,284,34.33,78.5,Diwali,31949.5,13972.31,17977.19,9749.72,1.428070175,0,0
P1381,Board Game,Dolls,Store_8,9/29/2022,115,304,41.48,41.88,Summer Break,4816.2,4770.2,46,12609.92,0.37704918,0,0
P1382,Action Figure,Dolls,Store_7,9/16/2023,74,428,32.63,95.42,Christmas,7061.08,2414.62,4646.46,13965.64,0.172494172,0,13965.64
P1383,Soft Toy,Action Toys,Store_6,8/3/2023,112,476,43.68,96.61,Off Season,10820.32,4892.16,5928.16,20791.68,0.234800839,0,20791.68
P1384,Soft Toy,Puzzles,Store_7,7/9/2023,455,285,22.66,65.88,Winter Sale,29975.4,10310.3,19665.1,6458.1,1.590909091,0,0
P1385,Puzzle,Dolls,Store_3,5/29/2022,419,143,48.03,93.58,Off Season,39210.02,20124.57,19085.45,6868.29,2.909722222,0,0
P1386,Action Figure,Dolls,Store_4,10/21/2023,421,423,10.99,78.48,Winter Sale,33040.08,4626.79,28413.29,4648.77,0.992924528,0,4648.77
P1387,Soft Toy,Games,Store_6,2/20/2024,103,18,9.6,59.22,Summer Break,6099.66,988.8,5110.86,172.8,5.421052632,1,0
P1388,Puzzle,Dolls,Store_5,12/19/2023,339,17,34.64,26.23,Diwali,8891.97,11742.96,-2850.99,588.88,18.83333333,1,0
P1389,Lego Set,Dolls,Store_2,10/4/2022,253,589,47.43,51.27,Off Season,12971.31,11999.79,971.52,27936.27,0.428813559,0,27936.27
P1390,Soft Toy,Games,Store_7,1/1/2022,226,370,41.4,60.48,Winter Sale,13668.48,9356.4,4312.08,15318,0.60916442,0,0
P1391,Lego Set,Games,Store_9,3/9/2022,111,174,8.44,87.76,Summer Break,9741.36,936.84,8804.52,1468.56,0.634285714,0,0
P1392,Action Figure,Games,Store_6,4/15/2022,472,193,17.57,53.32,Winter Sale,25167.04,8293.04,16874,3391.01,2.432989691,0,0
P1393,Puzzle,Puzzles,Store_9,9/4/2022,98,501,46.86,90.79,Winter Sale,8897.42,4592.28,4305.14,23476.86,0.195219124,0,23476.86
P1394,Doll,Puzzles,Store_7,9/21/2023,152,112,16.39,70.69,Off Season,10744.88,2491.28,8253.6,1835.68,1.345132743,0,0
P1395,Doll,Dolls,Store_2,8/21/2022,348,113,40.15,22.33,Off Season,7770.84,13972.2,-6201.36,4536.95,3.052631579,0,0
P1396,Doll,Puzzles,Store_4,11/25/2022,401,221,42.13,99.55,Off Season,39919.55,16894.13,23025.42,9310.73,1.806306306,0,0
P1397,Remote Car,Action Toys,Store_10,1/12/2024,383,263,27.3,57.45,Diwali,22003.35,10455.9,11547.45,7179.9,1.450757576,0,0
P1398,Doll,Games,Store_8,4/18/2022,365,54,22.39,45.27,Winter Sale,16523.55,8172.35,8351.2,1209.06,6.636363636,0,0
P1399,Board Game,Dolls,Store_9,5/2/2024,337,457,25.26,69.32,Summer Break,23360.84,8512.62,14848.22,11543.82,0.73580786,0,11543.82
P1400,Doll,Action Toys,Store_10,7/15/2024,193,161,15.21,19.8,Diwali,3821.4,2935.53,885.87,2448.81,1.191358025,0,0
P1401,Remote Car,Games,Store_7,2/3/2023,309,379,45.02,67.29,Christmas,20792.61,13911.18,6881.43,17062.58,0.813157895,0,0
P1402,Action Figure,Games,Store_4,8/27/2022,162,86,25.28,54.84,Winter Sale,8884.08,4095.36,4788.72,2174.08,1.862068966,0,0
P1403,Action Figure,Games,Store_7,9/11/2023,207,54,44.71,46.6,Diwali,9646.2,9254.97,391.23,2414.34,3.763636364,0,0
P1404,Card Game,Puzzles,Store_2,11/30/2023,444,475,9.76,95.77,Christmas,42521.88,4333.44,38188.44,4636,0.932773109,0,4636
P1405,Action Figure,Action Toys,Store_5,1/8/2022,168,177,49.47,57.03,Winter Sale,9581.04,8310.96,1270.08,8756.19,0.943820225,0,0
P1406,Doll,Games,Store_6,8/8/2022,483,390,24.95,29.72,Christmas,14354.76,12050.85,2303.91,9730.5,1.235294118,0,0
P1407,Remote Car,Action Toys,Store_5,5/29/2023,160,348,7.15,51.31,Diwali,8209.6,1144,7065.6,2488.2,0.458452722,0,0
P1408,Soft Toy,Puzzles,Store_8,9/14/2024,67,7,6.71,92.74,Off Season,6213.58,449.57,5764.01,46.97,8.375,1,0
P1409,Soft Toy,Action Toys,Store_6,10/26/2023,288,312,38.58,25.85,Off Season,7444.8,11111.04,-3666.24,12036.96,0.920127796,0,0
P1410,Remote Car,Games,Store_4,9/26/2022,397,442,34.66,29.26,Diwali,11616.22,13760.02,-2143.8,15319.72,0.896162528,0,15319.72
P1411,Soft Toy,Puzzles,Store_8,11/12/2023,276,327,41.1,11.17,Diwali,3082.92,11343.6,-8260.68,13439.7,0.841463415,0,0
P1412,Puzzle,Puzzles,Store_7,7/12/2022,303,53,9.74,11.28,Christmas,3417.84,2951.22,466.62,516.22,5.611111111,0,0
P1413,Lego Set,Puzzles,Store_7,6/14/2023,403,238,6.6,84.65,Summer Break,34113.95,2659.8,31454.15,1570.8,1.686192469,0,0
P1414,Lego Set,Puzzles,Store_7,6/2/2024,383,228,27.89,75.89,Christmas,29065.87,10681.87,18384,6358.92,1.672489083,0,0
P1415,Soft Toy,Puzzles,Store_4,2/26/2022,391,578,22.44,41.95,Off Season,16402.45,8774.04,7628.41,12970.32,0.675302245,0,12970.32
P1416,Puzzle,Games,Store_4,5/6/2024,134,50,25.79,72.85,Christmas,9761.9,3455.86,6306.04,1289.5,2.62745098,0,0
P1417,Card Game,Puzzles,Store_9,4/16/2024,194,263,49.62,45.57,Diwali,8840.58,9626.28,-785.7,13050.06,0.734848485,0,0
P1418,Lego Set,Puzzles,Store_1,1/20/2022,400,417,48.68,95.76,Summer Break,38304,19472,18832,20299.56,0.956937799,0,20299.56
P1419,Remote Car,Action Toys,Store_4,7/14/2022,127,95,47.4,97.03,Winter Sale,12322.81,6019.8,6303.01,4503,1.322916667,0,0
P1420,Card Game,Dolls,Store_7,5/5/2024,32,87,40.27,45.35,Diwali,1451.2,1288.64,162.56,3503.49,0.363636364,0,0
P1421,Remote Car,Action Toys,Store_4,4/14/2022,175,77,20.97,86.88,Summer Break,15204,3669.75,11534.25,1614.69,2.243589744,0,0
P1422,Board Game,Games,Store_2,5/12/2024,459,287,23.55,79.58,Summer Break,36527.22,10809.45,25717.77,6758.85,1.59375,0,0
P1423,Puzzle,Games,Store_9,9/21/2024,442,119,29.73,37.9,Diwali,16751.8,13140.66,3611.14,3537.87,3.683333333,0,0
P1424,Remote Car,Dolls,Store_2,7/3/2023,370,490,42.37,30.88,Christmas,11425.6,15676.9,-4251.3,20761.3,0.753564155,0,20761.3
P1425,Puzzle,Dolls,Store_9,7/26/2023,469,451,8.09,51.24,Christmas,24031.56,3794.21,20237.35,3648.59,1.037610619,0,3648.59
P1426,Card Game,Action Toys,Store_2,1/9/2023,374,499,24.09,80.32,Off Season,30039.68,9009.66,21030.02,12020.91,0.748,0,12020.91
P1427,Puzzle,Action Toys,Store_7,5/12/2022,21,164,8.72,96.42,Diwali,2024.82,183.12,1841.7,1430.08,0.127272727,0,0
P1428,Action Figure,Puzzles,Store_5,3/2/2023,237,181,28.16,78.72,Winter Sale,18656.64,6673.92,11982.72,5096.96,1.302197802,0,0
P1429,Soft Toy,Puzzles,Store_6,11/26/2022,157,468,45.45,86.97,Summer Break,13654.29,7135.65,6518.64,21270.6,0.334754797,0,21270.6
P1430,Board Game,Action Toys,Store_5,8/26/2024,37,6,40.21,64.28,Off Season,2378.36,1487.77,890.59,241.26,5.285714286,1,0
P1431,Action Figure,Dolls,Store_4,1/1/2024,229,329,15.25,85.19,Diwali,19508.51,3492.25,16016.26,5017.25,0.693939394,0,0
P1432,Puzzle,Puzzles,Store_9,2/16/2022,364,150,48.92,80.6,Summer Break,29338.4,17806.88,11531.52,7338,2.410596026,0,0
P1433,Card Game,Puzzles,Store_1,5/6/2022,50,84,35.03,43.93,Off Season,2196.5,1751.5,445,2942.52,0.588235294,0,0
P1434,Doll,Puzzles,Store_4,2/22/2024,437,146,5.47,59.68,Diwali,26080.16,2390.39,23689.77,798.62,2.972789116,0,0
P1435,Remote Car,Action Toys,Store_10,9/19/2023,263,380,16.49,82.43,Off Season,21679.09,4336.87,17342.22,6266.2,0.690288714,0,0
P1436,Puzzle,Puzzles,Store_2,8/7/2022,282,547,16.73,14.15,Off Season,3990.3,4717.86,-727.56,9151.31,0.51459854,0,9151.31
P1437,Remote Car,Games,Store_8,8/10/2024,26,284,8.12,82.73,Winter Sale,2150.98,211.12,1939.86,2306.08,0.09122807,0,0
P1438,Card Game,Dolls,Store_7,4/18/2022,225,81,48.19,26.01,Off Season,5852.25,10842.75,-4990.5,3903.39,2.743902439,0,0
P1439,Puzzle,Puzzles,Store_4,10/16/2022,276,513,26.52,56.32,Off Season,15544.32,7319.52,8224.8,13604.76,0.536964981,0,13604.76
P1440,Action Figure,Dolls,Store_4,3/5/2022,285,522,45.31,82.74,Summer Break,23580.9,12913.35,10667.55,23651.82,0.544933078,0,23651.82
P1441,Soft Toy,Games,Store_9,9/30/2022,96,385,19.5,32.84,Winter Sale,3152.64,1872,1280.64,7507.5,0.248704663,0,0
P1442,Lego Set,Dolls,Store_7,11/13/2023,283,470,10.64,32.12,Off Season,9089.96,3011.12,6078.84,5000.8,0.600849257,0,5000.8
P1443,Card Game,Puzzles,Store_8,11/12/2023,366,118,26.35,46.25,Off Season,16927.5,9644.1,7283.4,3109.3,3.075630252,0,0
P1444,Soft Toy,Games,Store_4,5/5/2023,447,395,10.13,90.52,Off Season,40462.44,4528.11,35934.33,4001.35,1.128787879,0,0
P1445,Lego Set,Games,Store_2,10/26/2023,480,531,26.87,10.04,Diwali,4819.2,12897.6,-8078.4,14267.97,0.902255639,0,14267.97
P1446,Puzzle,Puzzles,Store_2,6/2/2024,452,260,46.41,91.12,Off Season,41186.24,20977.32,20208.92,12066.6,1.731800766,0,0
P1447,Action Figure,Puzzles,Store_1,8/21/2022,316,255,28.43,23.84,Diwali,7533.44,8983.88,-1450.44,7249.65,1.234375,0,0
P1448,Board Game,Action Toys,Store_8,6/2/2023,303,225,32.74,99.11,Diwali,30030.33,9920.22,20110.11,7366.5,1.340707965,0,0
P1449,Card Game,Dolls,Store_9,7/18/2022,146,52,12.05,95.94,Diwali,14007.24,1759.3,12247.94,626.6,2.754716981,0,0
P1450,Card Game,Action Toys,Store_6,1/14/2023,3,499,6.97,54.52,Summer Break,163.56,20.91,142.65,3478.03,0.006,0,3478.03
P1451,Lego Set,Dolls,Store_10,7/29/2022,34,505,9.99,56.14,Diwali,1908.76,339.66,1569.1,5044.95,0.067193676,0,5044.95
P1452,Board Game,Puzzles,Store_9,5/23/2022,191,363,31.93,53.34,Diwali,10187.94,6098.63,4089.31,11590.59,0.524725275,0,0
P1453,Card Game,Dolls,Store_9,5/9/2024,48,279,9.28,67.19,Winter Sale,3225.12,445.44,2779.68,2589.12,0.171428571,0,0
P1454,Card Game,Puzzles,Store_8,2/25/2024,16,592,21.92,18.16,Diwali,290.56,350.72,-60.16,12976.64,0.02698145,0,12976.64
P1455,Board Game,Puzzles,Store_8,3/5/2024,171,157,29.75,12.94,Summer Break,2212.74,5087.25,-2874.51,4670.75,1.082278481,0,0
P1456,Card Game,Puzzles,Store_8,5/27/2023,219,58,22.49,15.19,Summer Break,3326.61,4925.31,-1598.7,1304.42,3.711864407,0,0
P1457,Card Game,Games,Store_10,12/16/2022,157,127,12.37,49.99,Off Season,7848.43,1942.09,5906.34,1570.99,1.2265625,0,0
P1458,Card Game,Action Toys,Store_9,6/17/2024,476,114,17.32,34.8,Summer Break,16564.8,8244.32,8320.48,1974.48,4.139130435,0,0
P1459,Action Figure,Dolls,Store_8,3/6/2024,45,208,46.77,65.98,Diwali,2969.1,2104.65,864.45,9728.16,0.215311005,0,0
P1460,Doll,Dolls,Store_4,12/1/2023,372,525,35.42,99.32,Christmas,36947.04,13176.24,23770.8,18595.5,0.707224335,0,18595.5
P1461,Puzzle,Dolls,Store_6,2/5/2022,5,520,27.32,44.77,Christmas,223.85,136.6,87.25,14206.4,0.009596929,0,14206.4
P1462,Soft Toy,Dolls,Store_10,7/8/2022,98,551,5.57,61.65,Diwali,6041.7,545.86,5495.84,3069.07,0.177536232,0,3069.07
P1463,Lego Set,Games,Store_2,3/30/2022,379,236,49.66,47.4,Winter Sale,17964.6,18821.14,-856.54,11719.76,1.599156118,0,0
P1464,Board Game,Games,Store_3,2/4/2024,232,280,35.22,86.25,Summer Break,20010,8171.04,11838.96,9861.6,0.825622776,0,0
P1465,Soft Toy,Games,Store_4,5/5/2022,36,358,19.26,91.2,Summer Break,3283.2,693.36,2589.84,6895.08,0.100278552,0,0
P1466,Puzzle,Puzzles,Store_3,3/28/2022,279,200,44.57,88.96,Summer Break,24819.84,12435.03,12384.81,8914,1.388059701,0,0
P1467,Board Game,Games,Store_4,9/12/2023,348,277,16.63,97.69,Christmas,33996.12,5787.24,28208.88,4606.51,1.251798561,0,0
P1468,Soft Toy,Action Toys,Store_7,4/23/2022,496,234,29.48,12.48,Winter Sale,6190.08,14622.08,-8432,6898.32,2.110638298,0,0
P1469,Lego Set,Games,Store_3,11/11/2023,301,493,33.62,85.58,Summer Break,25759.58,10119.62,15639.96,16574.66,0.609311741,0,16574.66
P1470,Soft Toy,Action Toys,Store_6,11/20/2023,180,3,14.95,77.66,Winter Sale,13978.8,2691,11287.8,44.85,45,1,0
P1471,Action Figure,Action Toys,Store_8,9/10/2023,94,441,49.03,30.58,Summer Break,2874.52,4608.82,-1734.3,21622.23,0.212669683,0,21622.23
P1472,Lego Set,Puzzles,Store_3,6/22/2022,98,28,38.67,96.07,Diwali,9414.86,3789.66,5625.2,1082.76,3.379310345,0,0
P1473,Card Game,Puzzles,Store_9,5/22/2022,187,108,30.1,23.34,Diwali,4364.58,5628.7,-1264.12,3250.8,1.71559633,0,0
P1474,Board Game,Puzzles,Store_3,6/26/2024,480,74,13.13,71.16,Diwali,34156.8,6302.4,27854.4,971.62,6.4,0,0
P1475,Remote Car,Puzzles,Store_7,8/20/2022,115,145,7.42,30.24,Christmas,3477.6,853.3,2624.3,1075.9,0.787671233,0,0
P1476,Card Game,Puzzles,Store_2,1/28/2024,190,127,19.4,48.82,Winter Sale,9275.8,3686,5589.8,2463.8,1.484375,0,0
P1477,Remote Car,Action Toys,Store_10,1/24/2023,252,41,38.89,74.72,Winter Sale,18829.44,9800.28,9029.16,1594.49,6,0,0
P1478,Remote Car,Dolls,Store_5,9/24/2022,468,355,17.12,60.7,Off Season,28407.6,8012.16,20395.44,6077.6,1.314606742,0,0
P1479,Soft Toy,Action Toys,Store_3,3/1/2023,415,40,29.28,48.48,Winter Sale,20119.2,12151.2,7968,1171.2,10.12195122,0,0
P1480,Board Game,Puzzles,Store_9,10/18/2022,470,33,37.76,39.37,Christmas,18503.9,17747.2,756.7,1246.08,13.82352941,0,0
P1481,Lego Set,Action Toys,Store_1,6/5/2022,160,16,9.86,85.57,Winter Sale,13691.2,1577.6,12113.6,157.76,9.411764706,1,0
P1482,Board Game,Games,Store_3,3/28/2023,255,152,35.84,22.94,Christmas,5849.7,9139.2,-3289.5,5447.68,1.666666667,0,0
P1483,Doll,Games,Store_5,6/24/2022,322,377,9.13,48.71,Off Season,15684.62,2939.86,12744.76,3442.01,0.851851852,0,0
P1484,Board Game,Dolls,Store_9,6/18/2023,127,587,48.43,91.34,Summer Break,11600.18,6150.61,5449.57,28428.41,0.215986395,0,28428.41
P1485,Board Game,Dolls,Store_6,6/11/2023,17,598,26.98,86.13,Winter Sale,1464.21,458.66,1005.55,16134.04,0.028380634,0,16134.04
P1486,Puzzle,Puzzles,Store_5,1/1/2024,280,341,11.78,46.08,Christmas,12902.4,3298.4,9604,4016.98,0.81871345,0,0
P1487,Lego Set,Dolls,Store_1,12/12/2023,489,26,20.41,78.68,Diwali,38474.52,9980.49,28494.03,530.66,18.11111111,0,0
P1488,Remote Car,Dolls,Store_8,12/20/2022,222,286,23.6,84.08,Christmas,18665.76,5239.2,13426.56,6749.6,0.773519164,0,0
P1489,Lego Set,Puzzles,Store_8,2/11/2024,53,167,39.12,90,Summer Break,4770,2073.36,2696.64,6533.04,0.31547619,0,0
P1490,Soft Toy,Games,Store_5,4/19/2023,57,267,38.45,59.01,Winter Sale,3363.57,2191.65,1171.92,10266.15,0.212686567,0,0
P1491,Doll,Action Toys,Store_8,12/22/2023,322,454,32.54,28.4,Diwali,9144.8,10477.88,-1333.08,14773.16,0.707692308,0,14773.16
P1492,Remote Car,Dolls,Store_2,10/16/2023,359,400,9.77,32.98,Off Season,11839.82,3507.43,8332.39,3908,0.895261845,0,0
P1493,Action Figure,Games,Store_6,9/23/2023,173,475,11.82,36.61,Diwali,6333.53,2044.86,4288.67,5614.5,0.363445378,0,5614.5
P1494,Doll,Action Toys,Store_6,7/8/2023,279,557,9.22,63.44,Off Season,17699.76,2572.38,15127.38,5135.54,0.5,0,5135.54
P1495,Remote Car,Puzzles,Store_2,11/9/2022,113,575,30.97,12.95,Winter Sale,1463.35,3499.61,-2036.26,17807.75,0.196180556,0,17807.75
P1496,Lego Set,Puzzles,Store_9,1/16/2024,287,129,44.47,67.24,Winter Sale,19297.88,12762.89,6534.99,5736.63,2.207692308,0,0
P1497,Puzzle,Games,Store_2,12/17/2023,430,362,24.52,42.79,Winter Sale,18399.7,10543.6,7856.1,8876.24,1.184573003,0,0
P1498,Action Figure,Games,Store_5,9/24/2022,341,291,12.24,36.57,Winter Sale,12470.37,4173.84,8296.53,3561.84,1.167808219,0,0
P1499,Action Figure,Puzzles,Store_6,5/29/2022,150,370,30.11,89.15,Winter Sale,13372.5,4516.5,8856,11140.7,0.404312668,0,0
P1500,Card Game,Puzzles,Store_9,6/30/2023,449,28,41.53,51.4,Winter Sale,23078.6,18646.97,4431.63,1162.84,15.48275862,0,0
P1501,Lego Set,Puzzles,Store_9,10/27/2022,126,148,38.38,18.55,Winter Sale,2337.3,4835.88,-2498.58,5680.24,0.845637584,0,0
P1502,Lego Set,Action Toys,Store_6,6/9/2022,154,295,44.67,84.41,Summer Break,12999.14,6879.18,6119.96,13177.65,0.52027027,0,0
P1503,Remote Car,Dolls,Store_4,6/27/2022,489,10,17.51,14.29,Summer Break,6987.81,8562.39,-1574.58,175.1,44.45454545,1,0
P1504,Puzzle,Action Toys,Store_5,9/19/2022,385,511,13.73,75.41,Summer Break,29032.85,5286.05,23746.8,7016.03,0.751953125,0,7016.03
P1505,Puzzle,Action Toys,Store_3,8/27/2022,473,112,44.59,79.65,Christmas,37674.45,21091.07,16583.38,4994.08,4.185840708,0,0
P1506,Action Figure,Action Toys,Store_6,12/29/2023,272,186,34.59,41.73,Diwali,11350.56,9408.48,1942.08,6433.74,1.454545455,0,0
P1507,Doll,Puzzles,Store_3,10/24/2022,103,226,18.99,84.23,Summer Break,8675.69,1955.97,6719.72,4291.74,0.453744493,0,0
P1508,Doll,Puzzles,Store_7,7/12/2024,416,309,38.41,56.41,Diwali,23466.56,15978.56,7488,11868.69,1.341935484,0,0
P1509,Remote Car,Action Toys,Store_5,6/12/2024,392,97,41.68,51.7,Summer Break,20266.4,16338.56,3927.84,4042.96,4,0,0
P1510,Soft Toy,Action Toys,Store_7,3/25/2024,298,54,32.67,14.09,Diwali,4198.82,9735.66,-5536.84,1764.18,5.418181818,0,0
P1511,Card Game,Action Toys,Store_8,3/27/2023,245,405,35.95,36.1,Winter Sale,8844.5,8807.75,36.75,14559.75,0.603448276,0,14559.75
P1512,Doll,Action Toys,Store_10,7/4/2023,175,68,21.89,93.79,Off Season,16413.25,3830.75,12582.5,1488.52,2.536231884,0,0
P1513,Card Game,Dolls,Store_8,6/6/2023,38,311,29.24,45.26,Christmas,1719.88,1111.12,608.76,9093.64,0.121794872,0,0
P1514,Doll,Puzzles,Store_10,11/19/2022,476,288,28.59,59.2,Winter Sale,28179.2,13608.84,14570.36,8233.92,1.647058824,0,0
P1515,Board Game,Puzzles,Store_10,8/28/2023,169,547,43.16,57.88,Diwali,9781.72,7294.04,2487.68,23608.52,0.308394161,0,23608.52
P1516,Soft Toy,Games,Store_1,8/10/2024,246,147,42.8,63.14,Diwali,15532.44,10528.8,5003.64,6291.6,1.662162162,0,0
P1517,Lego Set,Puzzles,Store_9,1/25/2024,25,466,42.47,15.52,Diwali,388,1061.75,-673.75,19791.02,0.053533191,0,19791.02
P1518,Card Game,Puzzles,Store_2,4/15/2023,354,243,5.5,42.6,Summer Break,15080.4,1947,13133.4,1336.5,1.450819672,0,0
P1519,Lego Set,Action Toys,Store_1,7/13/2022,305,490,38.73,75.08,Diwali,22899.4,11812.65,11086.75,18977.7,0.621181263,0,18977.7
P1520,Lego Set,Games,Store_9,2/15/2022,408,506,39.14,28.05,Diwali,11444.4,15969.12,-4524.72,19804.84,0.804733728,0,19804.84
P1521,Board Game,Dolls,Store_7,7/16/2023,407,364,35.53,28.32,Off Season,11526.24,14460.71,-2934.47,12932.92,1.115068493,0,0
P1522,Doll,Puzzles,Store_2,7/10/2023,12,481,39.03,10.91,Diwali,130.92,468.36,-337.44,18773.43,0.024896266,0,18773.43
P1523,Puzzle,Dolls,Store_8,6/6/2023,315,200,42.89,49.37,Summer Break,15551.55,13510.35,2041.2,8578,1.567164179,0,0
P1524,Card Game,Action Toys,Store_1,11/24/2023,390,153,26.16,89.45,Off Season,34885.5,10202.4,24683.1,4002.48,2.532467532,0,0
P1525,Action Figure,Puzzles,Store_1,4/15/2024,312,449,27.59,14.67,Off Season,4577.04,8608.08,-4031.04,12387.91,0.693333333,0,12387.91
P1526,Board Game,Dolls,Store_1,12/21/2022,35,500,10.61,27.2,Diwali,952,371.35,580.65,5305,0.069860279,0,5305
P1527,Card Game,Games,Store_2,7/11/2024,172,72,22.34,37.91,Christmas,6520.52,3842.48,2678.04,1608.48,2.356164384,0,0
P1528,Remote Car,Games,Store_1,4/22/2024,19,295,33.95,75.86,Summer Break,1441.34,645.05,796.29,10015.25,0.064189189,0,0
P1529,Action Figure,Action Toys,Store_3,10/22/2023,320,16,40.12,67.66,Winter Sale,21651.2,12838.4,8812.8,641.92,18.82352941,1,0
P1530,Board Game,Games,Store_5,9/24/2022,263,216,14.77,47.43,Winter Sale,12474.09,3884.51,8589.58,3190.32,1.211981567,0,0
P1531,Card Game,Puzzles,Store_6,8/10/2024,493,60,11.2,78.32,Winter Sale,38611.76,5521.6,33090.16,672,8.081967213,0,0
P1532,Puzzle,Puzzles,Store_3,5/11/2024,399,41,34.84,64.87,Winter Sale,25883.13,13901.16,11981.97,1428.44,9.5,0,0
P1533,Puzzle,Puzzles,Store_3,4/15/2024,141,24,5.08,90.64,Winter Sale,12780.24,716.28,12063.96,121.92,5.64,0,0
P1534,Board Game,Dolls,Store_2,2/23/2022,459,38,13.03,83.62,Winter Sale,38381.58,5980.77,32400.81,495.14,11.76923077,0,0
P1535,Puzzle,Dolls,Store_10,10/12/2023,370,130,6.31,32.75,Diwali,12117.5,2334.7,9782.8,820.3,2.824427481,0,0
P1536,Puzzle,Games,Store_6,8/17/2024,470,497,12.51,34.43,Summer Break,16182.1,5879.7,10302.4,6217.47,0.9437751,0,6217.47
P1537,Board Game,Action Toys,Store_1,6/21/2023,142,228,13.16,21.28,Diwali,3021.76,1868.72,1153.04,3000.48,0.620087336,0,0
P1538,Action Figure,Games,Store_1,9/17/2022,91,107,22.45,40.33,Off Season,3670.03,2042.95,1627.08,2402.15,0.842592593,0,0
P1539,Board Game,Games,Store_4,5/5/2024,353,171,23.1,99.96,Diwali,35285.88,8154.3,27131.58,3950.1,2.052325581,0,0
P1540,Soft Toy,Puzzles,Store_6,3/29/2022,321,434,44.34,46.52,Summer Break,14932.92,14233.14,699.78,19243.56,0.737931034,0,19243.56
P1541,Board Game,Action Toys,Store_9,3/17/2023,287,477,27.95,29.84,Off Season,8564.08,8021.65,542.43,13332.15,0.60041841,0,13332.15
P1542,Puzzle,Games,Store_1,7/10/2023,214,101,37.55,78.62,Off Season,16824.68,8035.7,8788.98,3792.55,2.098039216,0,0
P1543,Board Game,Dolls,Store_3,3/10/2022,446,523,9.69,58.82,Off Season,26233.72,4321.74,21911.98,5067.87,0.851145038,0,5067.87
P1544,Puzzle,Action Toys,Store_5,6/7/2022,341,274,15.14,23.46,Diwali,7999.86,5162.74,2837.12,4148.36,1.24,0,0
P1545,Doll,Dolls,Store_4,4/17/2023,50,43,36.63,44.26,Winter Sale,2213,1831.5,381.5,1575.09,1.136363636,0,0
P1546,Puzzle,Action Toys,Store_7,5/18/2022,152,16,7.38,47.3,Winter Sale,7189.6,1121.76,6067.84,118.08,8.941176471,1,0
P1547,Soft Toy,Puzzles,Store_3,1/8/2024,185,329,26.9,77.84,Winter Sale,14400.4,4976.5,9423.9,8850.1,0.560606061,0,0
P1548,Puzzle,Dolls,Store_9,11/18/2022,62,568,31.97,11.86,Winter Sale,735.32,1982.14,-1246.82,18158.96,0.108963093,0,18158.96
P1549,Remote Car,Dolls,Store_8,8/6/2024,189,496,32.1,34.21,Diwali,6465.69,6066.9,398.79,15921.6,0.38028169,0,15921.6
P1550,Doll,Games,Store_5,5/31/2024,124,11,6.03,56.58,Christmas,7015.92,747.72,6268.2,66.33,10.33333333,1,0
P1551,Action Figure,Puzzles,Store_4,4/2/2023,149,317,19.49,34.2,Summer Break,5095.8,2904.01,2191.79,6178.33,0.468553459,0,0
P1552,Board Game,Puzzles,Store_4,6/6/2022,313,591,33.64,66.56,Winter Sale,20833.28,10529.32,10303.96,19881.24,0.528716216,0,19881.24
P1553,Action Figure,Action Toys,Store_3,4/23/2024,57,215,11.7,53.37,Off Season,3042.09,666.9,2375.19,2515.5,0.263888889,0,0
P1554,Card Game,Dolls,Store_10,6/10/2023,341,338,36.29,42.55,Off Season,14509.55,12374.89,2134.66,12266.02,1.005899705,0,0
P1555,Puzzle,Dolls,Store_8,5/22/2022,304,80,38.57,95.43,Summer Break,29010.72,11725.28,17285.44,3085.6,3.75308642,0,0
P1556,Lego Set,Action Toys,Store_7,4/7/2022,179,484,49.19,66.89,Off Season,11973.31,8805.01,3168.3,23807.96,0.369072165,0,23807.96
P1557,Action Figure,Games,Store_10,9/23/2024,169,373,14.44,21.69,Winter Sale,3665.61,2440.36,1225.25,5386.12,0.451871658,0,0
